formulaTypeID,sequence,mathematicalFormula,language,languageVersion,key
FT40,3.0,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub> <mi>σ</mi> <mi>M</mi> </msub> <mo>=</mo> <msqrt> <mfrac> <mn>1</mn> <mi>N</mi> </mfrac> <munderover> <mo>∑</mo> <mrow> <mi>i</mi> <mo>=</mo> <mn>1</mn> </mrow> <mi>N</mi> </munderover> <mi>δ</mi> <msubsup> <mi>V</mi> <mi>i</mi> <mn>2</mn> </msubsup> </msqrt></math>",MathML,1.0,Calculate the linear standard deviation of measured differences between the tested product and the reference source.
FT40,4.0,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub> <mi>σ</mi> <mi>R</mi> </msub> <mo>=</mo> <msqrt> <mfrac> <mn>1</mn> <mi>N</mi> </mfrac> <munderover> <mo>∑</mo> <mrow> <mi>i</mi> <mo>=</mo> <mn>1</mn> </mrow> <mi>N</mi> </munderover> <mi>δ</mi> <msubsup> <mi>V</mi> <mi>i</mi> <mn>2</mn> </msubsup> </msqrt></math>",MathML,1.0,Calculate the linear standard deviation of errors in the reference source.
FT40,5.0,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub> <mi>σ</mi> <mi>V</mi> </msub> <mo>=</mo> <msqrt> <msubsup> <mi>σ</mi> <mi>M</mi> <mn>2</mn> </msubsup> <mo>+</mo> <msubsup> <mi>σ</mi> <mi>R</mi> <mn>2</mn> </msubsup> </msqrt></math>",MathML,1.0,Calculate the linear standard deviation of errors in the tested product.
FT40,6.0,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo>=</mo> <mfrac> <mfenced close=""|"" open=""|""> <menclose notation=""top""> <mi>δ</mi> <mi>V</mi> </menclose> </mfenced> <msub> <mi>σ</mi> <mi>V</mi> </msub> </mfrac></math>",MathML,1.0,Calculate the ratio of the absolute value of the mean error to the standard deviation.
FT40,7.0,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>LMAS</mi><mo>=</mo> <msub> <mi>σ</mi> <mi>V</mi> </msub> <mo>·</mo> <mfenced close=""]"" open=""[""> <mrow> <mn>1</mn> <mo>,</mo> <mn>282</mn> <mo>+</mo> <mi>r</mi> <mi>a</mi> <mi>t</mi> <mi>i</mi> <mi>o</mi> </mrow> </mfenced></math>",MathML,1.0,If ratio > 1.4
FT40,8.0,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>LMAS</mi><mo>=</mo> <msub> <mi>σ</mi> <mi>V</mi> </msub> <mo>·</mo> <mfenced close=""]"" open=""[""> <mrow> <mn>1</mn> <mo>,</mo> <mn>6435</mn> <mo>+</mo> <mn>0</mn> <mo>,</mo> <mn>92</mn> <mo>+</mo> <mi>r</mi> <mi>a</mi> <mi>t</mi> <mi>i</mi> <msup> <mi>o</mi> <mn>2</mn> </msup> <mo>-</mo> <mn>0</mn> <mo>,</mo> <mn>28</mn> <mo>×</mo> <mi>r</mi> <mi>a</mi> <mi>t</mi> <mi>i</mi> <msup> <mi>o</mi> <mn>3</mn> </msup> </mrow> </mfenced></math>",MathML,1.0,If ratio ≤ 1.4
FT41,1.0,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>δ</mi> <msub> <mi>V</mi> <mi>i</mi></msub> <mo>=</mo> <msub> <mi>V</mi> <mi>i</mi> </msub> <mo>-</mo> <msub> <mi>V</mi></math>
 for 
<math xmlns=""http://www.w3.org/1998/Math/MathML""> <mi>i</mi> </msub> <mi>i</mi> <mo>=</mo> <mn>1</mn> <mi>N</mi></math>",MathML,1.0,Calculate the absolute error in the vertical dimension at each point.
FT41,2.0,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfenced close=""|"" open=""|""> <menclose notation=""top""> <mi>δ</mi> <mi>V</mi> </menclose> </mfenced> <mo>=</mo> <mfenced close=""|"" open=""|""> <mrow> <mfrac> <mn>1</mn> <mi>N</mi> </mfrac> <munderover> <mo>∑</mo> <mrow> <mi>i</mi> <mo>=</mo> <mn>1</mn> </mrow> <mi>N</mi> </munderover> <mi>δ</mi> <msub> <mi>V</mi> <mn>1</mn> </msub> </mrow> </mfenced></math>",MathML,1.0,Calculate the mean vertical error.
FT41,3.0,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub> <mi>σ</mi> <mi>V</mi> </msub> <mo>=</mo> <msqrt> <mfrac> <mn>1</mn> <mi>N</mi> </mfrac> <munderover> <mo>∑</mo> <mrow> <mi>i</mi> <mo>=</mo> <mn>1</mn> </mrow> <mi>N</mi> </munderover> <mi>δ</mi> <msubsup> <mi>V</mi> <mi>i</mi> <mn>2</mn> </msubsup> </msqrt></math>",MathML,1.0,Calculate the standard deviation of the vertical errors.
FT41,4.0,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>ratio</mi><mo>=</mo> <mfrac> <mfenced close=""|"" open=""|""> <menclose notation=""top""> <mi>δ</mi> <mi>V</mi> </menclose> </mfenced> <msub> <mi>σ</mi> <mi>V</mi> </msub> </mfrac></math>",MathML,1.0,Calculate the ratio of the absolute value of the mean error to the standard deviation.
FT41,5.0,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>k</mi> <mo>=</mo> <mn>1</mn> <mo>,</mo> <mn>2815</mn></math>",MathML,1.0,If ratio > 1.4
FT41,6.0,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>k</mi> <mo>=</mo> <mn>1</mn> <mo>,</mo> <mn>6435</mn> <mo>-</mo> <mfenced> <mrow> <mn>0</mn> <mo>,</mo> <mn>999556</mn> <mo>×</mo> <mi>r</mi> <mi>a</mi> <mi>t</mi> <mi>i</mi> <mi>o</mi> </mrow> </mfenced> <mo>+</mo> <mfenced> <mrow> <mn>0</mn> <mo>,</mo> <mn>923237</mn> <mo>×</mo> <mi>r</mi> <mi>a</mi> <mi>t</mi> <mi>i</mi> <msup> <mi>o</mi> <mn>2</mn> </msup> </mrow> </mfenced> <mo>-</mo> <mfenced> <mrow> <mn>0</mn> <mo>,</mo> <mn>282533</mn> <mo>×</mo> <mi>r</mi> <mi>a</mi> <mi>t</mi> <mi>i</mi> <msup> <mi>o</mi> <mn>3</mn> </msup> </mrow> </mfenced></math>",MathML,1.0,If ratio ≤ 1.4 then calculate k based on the ratio of the vertical bias to the standard deviation of the heights using a cubic polynomial fit through the tabular values as defined in CRC Handbook of Tables for Probability and Statistics (ISBN 9781315894027).
FT41,7.0,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>LE</mi> <msub> <mn>90</mn> <mi>source</mi> </msub> <mo>=</mo> <mfenced close=""|"" open=""|""> <mover> <mrow> <mi>δ</mi> <mi>V</mi> </mrow> <mo>¯</mo> </mover> </mfenced> <mo>+</mo> <mfenced> <mrow> <mi>k</mi> <mo>×</mo> <msub> <mi>σ</mi> <mi>V</mi> </msub> </mrow> </mfenced></math>",MathML,1.0,Compute LE90 for the source.
FT41,8.0,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>LE</mi> <msub> <mn>90</mn> <mi>abs</mi> </msub> <mo>=</mo> <msqrt> <mi>LE</mi> <msub> <mn>90</mn> <msup> <mi>reference</mi> <mn>2</mn> </msup> </msub> <mo>+</mo> <mi>LE</mi> <msub> <mn>90</mn> <msup> <mi>source</mi> <mn>2</mn> </msup> </msub> </msqrt></math>",MathML,1.0,Compute absolute LE90.
FT47,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>σ</mi><mo>=</mo><msqrt><mfrac><mn>1</mn><mi>n</mi></mfrac><munderover><mo>∑</mo><mrow><mi>i</mi><mo>=</mo><mn>1</mn></mrow><mi>n</mi></munderover><mfenced close=""]"" open=""[""><mrow><msup><mfenced><mrow><msub><mi>x</mi><mrow><mi>m</mi><mi>i</mi></mrow></msub><mo>-</mo><msub><mi>x</mi><mi>t</mi></msub></mrow></mfenced><mn>2</mn></msup><mo>+</mo><msup><mfenced><mrow><msub><mi>y</mi><mrow><mi>m</mi><mi>i</mi></mrow></msub><mo>-</mo><msub><mi>y</mi><mi>t</mi></msub></mrow></mfenced><mn>2</mn></msup></mrow></mfenced></msqrt></math>",MathML,1.0,s is the Root Mean Squeare Error and xt and yt are the true values of the observed coordinates X and Y
FT48,1.0,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>δ</mi> <msub> <mi>X</mi> <mi>i</mi> </msub> <mo>=</mo> <mfenced> <mrow> <mi>source</mi> <msub> <mi>X</mi> <mi>i</mi> </msub> <mo>-</mo> <mi>reference</mi> <msub> <mi>X</mi> <mi>i</mi> </msub> </mrow> </mfenced></math></span>and <span class=""inline-formula""><math xmlns=""http://www.w3.org/1998/Math/MathML""> <mi>δ</mi> <msub> <mi>Y</mi> <mi>i</mi> </msub> <mo>=</mo> <mfenced> <mrow> <mi>source</mi> <msub> <mi>Y</mi> <mi>i</mi> </msub> <mo>-</mo> <mi>reference</mi> <msub> <mi>Y</mi> <mi>i</mi> </msub> </mrow> </mfenced></math></span>for <span class=""inline-formula""><math xmlns=""http://www.w3.org/1998/Math/MathML""> <mi>i</mi> <mo>=</mo> <mn>1</mn> <mo>.</mo> <mo>.</mo> <mo>.</mo> <mi>N</mi></math>",MathML,1.0,Calculate the absolute error in the horizontal dimension at each point and each coordinate Xi and Yi
FT48,2.0,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><menclose notation=""top""> <mi>δ</mi> <mi>X</mi> </menclose> <mo>=</mo> <mfrac> <mn>1</mn> <mi>N</mi> </mfrac> <munderover> <mo>∑</mo> <mn>1</mn> <mi>N</mi> </munderover> <mi>δ</mi> <mi>X</mi> <mi>i</mi></math></span>and <span class=""inline-formula""><math xmlns=""http://www.w3.org/1998/Math/MathML""> <menclose notation=""top""> <mi>δ</mi> <mi>Y</mi> </menclose> <mo>=</mo> <mfrac> <mn>1</mn> <mi>N</mi> </mfrac> <munderover> <mo>∑</mo> <mn>1</mn> <mi>N</mi> </munderover> <mi>δ</mi> <msub> <mi>Y</mi> <mi>i</mi> </msub></math>",MathML,1.0,Calculate the mean horizontal error for each coordinate.
FT48,3.0,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub> <mi>σ</mi> <mrow> <mi>C</mi> <mi>M</mi> </mrow> </msub> <mo>=</mo> <msqrt> <mfrac> <mn>1</mn> <mrow> <mn>2</mn> <mfenced> <mrow> <mi>N</mi> <mo>-</mo> <mn>1</mn> </mrow> </mfenced> </mrow> </mfrac> <mfenced> <mrow> <munderover> <mo>∑</mo> <mrow> <mi>i</mi> <mo>=</mo> <mn>1</mn> </mrow> <mi>N</mi> </munderover> <msup> <mfenced> <mrow> <mi>δ</mi> <msub> <mi>X</mi> <mi>i</mi> </msub> <mo>-</mo> <menclose notation=""top""> <mi>δ</mi> <mi>X</mi> </menclose> </mrow> </mfenced> <mn>2</mn> </msup> <mo>+</mo> <munderover> <mo>∑</mo> <mrow> <mi>i</mi> <mo>=</mo> <mn>1</mn> </mrow> <mi>N</mi> </munderover> <msup> <mfenced> <mrow> <mi>δ</mi> <msub> <mi>X</mi> <mi>i</mi> </msub> <mo>-</mo> <menclose notation=""top""> <mi>δ</mi> <mi>X</mi> </menclose> </mrow> </mfenced> <mn>2</mn> </msup> </mrow> </mfenced> </msqrt></math>",MathML,1.0,Calculate the circular standard deviation of measured differences between the tested product and the reference source.
FT48,4.0,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub> <mi>σ</mi> <mrow> <mi>C</mi> <mi>R</mi> </mrow> </msub> <mo>=</mo> <msqrt> <mfrac> <mn>1</mn> <mrow> <mn>2</mn> <mfenced> <mrow> <mi>N</mi> <mo>-</mo> <mn>1</mn> </mrow> </mfenced> </mrow> </mfrac> <mfenced> <mrow> <munderover> <mo>∑</mo> <mrow> <mi>i</mi> <mo>=</mo> <mn>1</mn> </mrow> <mi>N</mi> </munderover> <msup> <mfenced> <mrow> <mi>δ</mi> <msub> <mi>X</mi> <mi>i</mi> </msub> <mo>-</mo> <menclose notation=""top""> <mi>δ</mi> <mi>X</mi> </menclose> </mrow> </mfenced> <mn>2</mn> </msup> <mo>+</mo> <munderover> <mo>∑</mo> <mrow> <mi>i</mi> <mo>=</mo> <mn>1</mn> </mrow> <mi>N</mi> </munderover> <msup> <mfenced> <mrow> <mi>δ</mi> <msub> <mi>X</mi> <mi>i</mi> </msub> <mo>-</mo> <menclose notation=""top""> <mi>δ</mi> <mi>X</mi> </menclose> </mrow> </mfenced> <mn>2</mn> </msup> </mrow> </mfenced> </msqrt></math>",MathML,1.0,Calculate the circular standard deviation of errors in the reference source.
FT48,5.0,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub> <mi>σ</mi> <mi>C</mi> </msub> <mo>=</mo> <msqrt> <msubsup> <mi>σ</mi> <mrow> <mi>C</mi> <mi>M</mi> </mrow> <mn>2</mn> </msubsup> <mo>+</mo> <msubsup> <mi>σ</mi> <mrow> <mi>C</mi> <mi>R</mi> </mrow> <mn>2</mn> </msubsup> </msqrt></math>",MathML,1.0,Calculate the circular standard deviation of errors in the tested product.
FT48,6.0,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>CMAS</mi><mo>=</mo> <msub> <mi>σ</mi> <mi>C</mi> </msub> <mo>·</mo> <mfenced close=""]"" open=""[""> <mrow> <mn>1</mn> <mo>,</mo> <mn>2943</mn> <mo>+</mo> <msqrt> <mfenced> <mfrac> <mrow> <msup> <menclose notation=""top""> <mi>δ</mi> <mi>X</mi> </menclose> <mn>2</mn> </msup> <mo>+</mo> <msup> <menclose notation=""top""> <mi>δ</mi> <mi>Y</mi> </menclose> <mn>2</mn> </msup> </mrow> <msub> <mi>σ</mi> <mi>C</mi> </msub> </mfrac> </mfenced> <mo>+</mo> <mn>0</mn> <mo>,</mo> <mn>7254</mn> </msqrt> </mrow> </mfenced></math>",MathML,1.0,Compute abolute circular error at 90% confidence level of biased data (CMAS).
FT49,1.0,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>∆</mi><msub><mi>H</mi><mi>i</mi></msub><mo>=</mo><msqrt><msup><mfenced><mrow><mi>source</mi><msub><mi>X</mi><mi>i</mi></msub><mo>-</mo><mi>reference</mi><msub><mi>X</mi><mi>i</mi></msub></mrow></mfenced><mn>2</mn></msup><mo>+</mo><msup><mfenced><mrow><mi>source</mi><msub><mi>Y</mi><mi>i</mi></msub><mo>-</mo><mi>reference</mi><msub><mi>Y</mi><mi>i</mi></msub></mrow></mfenced><mn>2</mn></msup></msqrt></math>",MathML,1.0,For i=1..N calculate the absolute error in the horizontal dimension at each point.
FT49,2.0,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi>μ</mi><mi>H</mi></msub><mo>=</mo><mfrac bevelled=""true""><mfenced><mrow><mo>∑</mo><mo mathvariant=""italic"">∆</mo><msub><mi>H</mi><mi>i</mi></msub></mrow></mfenced><mi>N</mi></mfrac></math>",MathML,1.0,Calculate the mean horizontal error
FT49,3.0,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi>σ</mi><mi>H</mi></msub><mo>=</mo><msqrt><mfrac bevelled=""true""><mrow><mo>∑</mo><msup><mfenced><mrow><mo mathvariant=""italic"">∆</mo><msub><mi>H</mi><mi>i</mi></msub><mo>-</mo><msub><mi>μ</mi><mi>H</mi></msub></mrow></mfenced><mn>2</mn></msup></mrow><mfenced><mrow><mi>N</mi><mo>-</mo><mn>1</mn></mrow></mfenced></mfrac></msqrt></math>",MathML,1.0,Calculate the standard deviation of the horizontal errors
FT49,4.0,"<math xmlns=""http://www.w3.org/1998/Math?MathML""><mo>=</mo><mfrac bevelled=""true""><mfenced close=""|"" open=""|""><msub><mi>μ</mi><mi>H</mi></msub></mfenced><msub><mi>σ</mi><mi>H</mi></msub></mfrac></math>",MathML,1.0,Calculate the ratio of the absolute value of the mean error to the standard deviation
FT49,5.0,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>k</mi><mo>=</mo><mn>1</mn><mo>,</mo><mn>2815</mn></math>",MathML,1.0,If ratio > 1.4
FT49,6.0,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>k</mi><mo>=</mo><mn>1</mn><mo>,</mo><mn>6435</mn><mo>-</mo><mfenced><mrow><mn>0</mn><mo>,</mo><mn>999556</mn><mo>×</mo><mi>ratio</mi></mrow></mfenced><mo>+</mo><mfenced><mrow><mn>0</mn><mo>,</mo><mn>923237</mn><mo>×</mo><msup><mi>ratio</mi><mn>2</mn></msup></mrow></mfenced><mo>-</mo><mfenced><mrow><mn>0</mn><mo>,</mo><mn>282533</mn><mo>×</mo><msup><mi>ratio</mi><mn>3</mn></msup></mrow></mfenced></math>",MathML,1.0,"If ratio ≤ 1.4 then calculate k, the ratio of the mean to the standard deviation, using a cubic polynomial fit through the tabular values as defined in the CRC Handbook of Tables for Probability and Statistics (ISBN 13: 9780849306921)"
FT49,7.0,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>CE</mi><msub><mn>90</mn><mi>source</mi></msub><mo>=</mo><mfenced close=""|"" open=""|""><msub><mi>μ</mi><mi>H</mi></msub></mfenced><mo>+</mo><mfenced><mrow><mi>k</mi><mo>×</mo><msub><mi>σ</mi><mi>H</mi></msub></mrow></mfenced></math>",MathML,1.0,Compute CE90 for the source
FT49,8.0,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>CE</mi><msub><mn>90</mn><mi>abs</mi></msub><mo>=</mo><msqrt><mi>CE</mi><msup><msub><mn>90</mn><mi>reference</mi></msub><mn>2</mn></msup><mo>+</mo><mi>CE</mi><msup><msub><mn>90</mn><mi>source</mi></msub><mn>2</mn></msup></msqrt></math>",MathML,1.0,Compute absolute CE90
FT50,1.0,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>ϕ</mi> <mo>=</mo> <mfrac> <mn>1</mn> <mn>2</mn> </mfrac> <mi>arctan</mi> <mfrac> <mrow> <mn>2</mn> <msub> <mi>σ</mi> <mrow> <msub> <mi>x</mi> <mi>k</mi> </msub> <msub> <mi>y</mi> <mi>k</mi> </msub> </mrow> </msub> </mrow> <mrow> <msubsup> <mi>σ</mi> <msub> <mi>x</mi> <mi>k</mi> </msub> <mn>2</mn> </msubsup> <mo>-</mo> <msubsup> <mi>σ</mi> <msub> <mi>y</mi> <mi>k</mi> </msub> <mn>2</mn> </msubsup> </mrow> </mfrac></math>",MathML,1.0,Calculate the direction (bearing) of the major semi-axis of the uncertainty ellipse.
FT50,2.0,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>a</mi> <mo>=</mo> <msqrt> <mfrac> <mn>1</mn> <mn>2</mn> </mfrac> <mfenced> <mrow> <msubsup> <mi>σ</mi> <msub> <mi>x</mi> <mi>k</mi> </msub> <mn>2</mn> </msubsup> <mo>+</mo> <msubsup> <mi>σ</mi> <msub> <mi>y</mi> <mi>k</mi> </msub> <mn>2</mn> </msubsup> <mo>+</mo> <msqrt> <msup> <mfenced> <mrow> <msubsup> <mi>σ</mi> <msub> <mi>x</mi> <mi>k</mi> </msub> <mn>2</mn> </msubsup> <mo>-</mo> <msubsup> <mi>σ</mi> <msub> <mi>y</mi> <mi>k</mi> </msub> <mn>2</mn> </msubsup> </mrow> </mfenced> <mn>2</mn> </msup> <mo>+</mo> <mn>4</mn> <msubsup> <mi>σ</mi> <mrow> <msub> <mi>x</mi> <mi>k</mi> </msub> <msub> <mi>x</mi> <mi>k</mi> </msub> </mrow> <mn>2</mn> </msubsup> </msqrt> </mrow> </mfenced> </msqrt></math>",MathML,1.0,Calculation of the uncertainty ellipse's major semi-axis length.
FT50,3.0,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>b</mi> <mo>=</mo> <msqrt> <mfrac> <mn>1</mn> <mn>2</mn> </mfrac> <mfenced> <mrow> <msubsup> <mi>σ</mi> <msub> <mi>x</mi> <mi>k</mi> </msub> <mn>2</mn> </msubsup> <mo>+</mo> <msubsup> <mi>σ</mi> <msub> <mi>y</mi> <mi>k</mi> </msub> <mn>2</mn> </msubsup> <mo>-</mo> <msqrt> <msup> <mfenced> <mrow> <msubsup> <mi>σ</mi> <msub> <mi>x</mi> <mi>k</mi> </msub> <mn>2</mn> </msubsup> <mo>-</mo> <msubsup> <mi>σ</mi> <msub> <mi>y</mi> <mi>k</mi> </msub> <mn>2</mn> </msubsup> </mrow> </mfenced> <mn>2</mn> </msup> <mo>+</mo> <mn>4</mn> <msubsup> <mi>σ</mi> <mrow> <msub> <mi>x</mi> <mi>k</mi> </msub> <msub> <mi>x</mi> <mi>k</mi> </msub> </mrow> <mn>2</mn> </msubsup> </msqrt> </mrow> </mfenced> </msqrt></math>",MathML,1.0,Calculation of the uncertainty ellipse's minor semi-axis length.
FT51,1.0,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>ϕ</mi> <mo>=</mo> <mfrac> <mn>1</mn> <mn>2</mn> </mfrac> <mi>arctan</mi> <mfrac> <mrow> <mn>2</mn> <msub> <mi>σ</mi> <mrow> <msub> <mi>x</mi> <mi>k</mi> </msub> <msub> <mi>y</mi> <mi>k</mi> </msub> </mrow> </msub> </mrow> <mrow> <msubsup> <mi>σ</mi> <msub> <mi>x</mi> <mi>k</mi> </msub> <mn>2</mn> </msubsup> <mo>-</mo> <msubsup> <mi>σ</mi> <msub> <mi>y</mi> <mi>k</mi> </msub> <mn>2</mn> </msubsup> </mrow> </mfrac></math>",MathML,1.0,Calculate the direction (bearing) of the major semi-axis of the confidence ellipse.
FT51,2.0,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>a</mi> <mo>=</mo> <msqrt> <mfrac> <mn>1</mn> <mn>2</mn> </mfrac> <msubsup> <mi>χ</mi> <mrow> <mn>1</mn> <mo>-</mo> <mi>α</mi> </mrow> <mn>2</mn> </msubsup> <mfenced> <mn>2</mn> </mfenced> <mfenced> <mrow> <msubsup> <mi>σ</mi> <msub> <mi>x</mi> <mi>k</mi> </msub> <mn>2</mn> </msubsup> <mo>+</mo> <msubsup> <mi>σ</mi> <msub> <mi>y</mi> <mi>k</mi> </msub> <mn>2</mn> </msubsup> <mo>+</mo> <msqrt> <msup> <mfenced> <mrow> <msubsup> <mi>σ</mi> <msub> <mi>x</mi> <mi>k</mi> </msub> <mn>2</mn> </msubsup> <mo>-</mo> <msubsup> <mi>σ</mi> <msub> <mi>y</mi> <mi>k</mi> </msub> <mn>2</mn> </msubsup> </mrow> </mfenced> <mn>2</mn> </msup> <mo>+</mo> <mn>4</mn> <msubsup> <mi>σ</mi> <mrow> <msub> <mi>x</mi> <mi>k</mi> </msub> <msub> <mi>x</mi> <mi>k</mi> </msub> </mrow> <mn>2</mn> </msubsup> </msqrt> </mrow> </mfenced> </msqrt></math>",MathML,1.0,Calculation of the confidence ellipse's major semi-axis length.
FT51,3.0,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>b</mi> <mo>=</mo> <msqrt> <mfrac> <mn>1</mn> <mn>2</mn> </mfrac> <msubsup> <mi>χ</mi> <mrow> <mn>1</mn> <mo>-</mo> <mi>α</mi> </mrow> <mn>2</mn> </msubsup> <mfenced> <mn>2</mn> </mfenced> <mfenced> <mrow> <msubsup> <mi>σ</mi> <msub> <mi>x</mi> <mi>k</mi> </msub> <mn>2</mn> </msubsup> <mo>-</mo> <msubsup> <mi>σ</mi> <msub> <mi>y</mi> <mi>k</mi> </msub> <mn>2</mn> </msubsup> <mo>-</mo> <msqrt> <msup> <mfenced> <mrow> <msubsup> <mi>σ</mi> <msub> <mi>x</mi> <mi>k</mi> </msub> <mn>2</mn> </msubsup> <mo>-</mo> <msubsup> <mi>σ</mi> <msub> <mi>y</mi> <mi>k</mi> </msub> <mn>2</mn> </msubsup> </mrow> </mfenced> <mn>2</mn> </msup> <mo>+</mo> <mn>4</mn> <msubsup> <mi>σ</mi> <mrow> <msub> <mi>x</mi> <mi>k</mi> </msub> <msub> <mi>x</mi> <mi>k</mi> </msub> </mrow> <mn>2</mn> </msubsup> </msqrt> </mrow> </mfenced> </msqrt></math>",MathML,1.0,Calculation of the confidence ellipse's minor semi-axis length.
FT52,1.0,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>Point Pair Combinations</mi> <mo>=</mo> <mi>m</mi> <mo>=</mo> <mi>n</mi> <mfenced> <mrow> <mi>n</mi> <mn>1</mn> </mrow> </mfenced> <mo>/</mo> <mn>2</mn></math>",MathML,1.0,Determine all possible point pair combinations.
FT52,2.0,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo mathvariant=""italic"">∆</mo> <msub> <mi>Z</mi> <mi>i</mi> </msub> <mo>=</mo> <mi>Measured</mi> <mo></mo> <msub> <mi>Height</mi> <mi>i</mi> </msub> <mo></mo> <mi>True</mi> <mo></mo> <msub> <mi>Height</mi> <mn>1</mn> </msub></math>
for
<math xmlns=""http://www.w3.org/1998/Math/MathML""> <mo>=</mo> <mn>1</mn> <mo>.</mo> <mo>.</mo> <mo>.</mo> <mi>n</mi></math>",MathML,1.0,Calculate the absolute vertical error at each point.
FT52,3.0,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo mathvariant=""italic"">∆</mo> <msub> <mi>Z</mi> <mi>rel</mi> </msub> <msub> <mo></mo> <mrow> <mi>k</mi> <mi>j</mi> </mrow> </msub> <mo>=</mo> <mo mathvariant=""italic"">∆</mo> <msub> <mi>Z</mi> <mi>k</mi> </msub> <mo></mo> <mo mathvariant=""italic"">∆</mo> <msub> <mi>Z</mi> <mi>j</mi> </msub></math>
for
<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>k</mi> <mo>=</mo> <mn>1</mn> <mo>.</mo> <mo>.</mo> <mo>.</mo> <mi>m</mi> <mo></mo> <mn>1</mn></math>, <math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">j</mi> <mo>=</mo> <mi>k</mi> <mo>+</mo> <mn>1</mn></math>,<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo>.</mo> <mo>.</mo> <mo>.</mo> <mi>m</mi></math>",MathML,1.0,Calculate the relative vertical error for all point pair combinations.
FT52,4.0,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub> <mi>σ</mi> <mrow> <mi>Z</mi> <mi>rel</mi> </mrow> </msub> <mo>=</mo> <msqrt> <mfrac> <mrow> <mo>∑</mo> <mo mathvariant=""italic"">∆</mo> <msup> <msub> <mi>Z</mi> <mi>rel</mi> </msub> <mn>2</mn> </msup> </mrow> <mrow> <mi>m</mi> <mo>-</mo> <mn>1</mn> </mrow> </mfrac> </msqrt></math>",MathML,1.0,Calculate the relative standard deviation.
