formulaTypeID,sequence,mathematicalFormula,language,languageVersion,key
FTsd2_LE90r3,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>L</mi><mi>E</mi><mn>90</mn><mi>r</mi><mn>3</mn><mo>=</mo><mn>3.182</mn><mo>&#xd7;</mo><msqrt><mrow><mfrac><mn>1</mn><mrow><mi>N</mi><mo>-</mo><mn>1</mn></mrow></mfrac><munderover accent='false' accentunder='false'><mo>&#x2211;</mo><mrow><mi>i</mi><mo>=</mo><mn>1</mn></mrow><mi>N</mi></munderover><mrow><mo>(</mo><mrow><msub><mi>z</mi><mrow><mi>m</mi><mi>i</mi></mrow></msub><mo>-</mo><msub><mi>z</mi><mi>t</mi></msub></mrow></mrow><msup><mo>)</mo><mn>2</mn></msup></mrow></msqrt></math>",MathML,1.0,"N is a number of observations
zmi is the ith measurement
zt is the arithmetic mean of the observations"
FTsd2_LE90r4,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>L</mi><mi>E</mi><mn>90</mn><mi>r</mi><mn>4</mn><mo>=</mo><mn>2.776</mn><mo>&#xd7;</mo><msqrt><mrow><mfrac><mn>1</mn><mrow><mi>N</mi><mo>-</mo><mn>1</mn></mrow></mfrac><munderover accent='false' accentunder='false'><mo>&#x2211;</mo><mrow><mi>i</mi><mo>=</mo><mn>1</mn></mrow><mi>N</mi></munderover><mrow><mo>(</mo><mrow><msub><mi>z</mi><mrow><mi>m</mi><mi>i</mi></mrow></msub><mo>-</mo><msub><mi>z</mi><mi>t</mi></msub></mrow></mrow><msup><mo>)</mo><mn>2</mn></msup></mrow></msqrt></math>",MathML,1.0,"N is a number of observations
zmi is the ith measurement
zt is the arithmetic mean of the observations"
FTsd2_LE90r5,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>L</mi><mi>E</mi><mn>90</mn><mi>r</mi><mn>5</mn><mo>=</mo><mn>2.571</mn><mo>&#xd7;</mo><msqrt><mrow><mfrac><mn>1</mn><mrow><mi>N</mi><mo>-</mo><mn>1</mn></mrow></mfrac><munderover accent='false' accentunder='false'><mo>&#x2211;</mo><mrow><mi>i</mi><mo>=</mo><mn>1</mn></mrow><mi>N</mi></munderover><mrow><mo>(</mo><mrow><msub><mi>z</mi><mrow><mi>m</mi><mi>i</mi></mrow></msub><mo>-</mo><msub><mi>z</mi><mi>t</mi></msub></mrow></mrow><msup><mo>)</mo><mn>2</mn></msup></mrow></msqrt></math>",MathML,1.0,"N is a number of observations
zmi is the ith measurement
zt is the arithmetic mean of the observations"
FTsd2_LE90r10,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>L</mi><mi>E</mi><mn>90</mn><mi>r</mi><mn>10</mn><mo>=</mo><mn>2.228</mn><mo>&#xd7;</mo><msqrt><mrow><mfrac><mn>1</mn><mrow><mi>N</mi><mo>-</mo><mn>1</mn></mrow></mfrac><munderover accent='false' accentunder='false'><mo>&#x2211;</mo><mrow><mi>i</mi><mo>=</mo><mn>1</mn></mrow><mi>N</mi></munderover><mrow><mo>(</mo><mrow><msub><mi>z</mi><mrow><mi>m</mi><mi>i</mi></mrow></msub><mo>-</mo><msub><mi>z</mi><mi>t</mi></msub></mrow></mrow><msup><mo>)</mo><mn>2</mn></msup></mrow></msqrt></math>",MathML,1.0,"N is a number of observations
zmi is the ith measurement
zt is the arithmetic mean of the observations"
FTsd2_LE95r1,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>L</mi><mi>E</mi><mn>95</mn><mi>r</mi><mn>1</mn><mo>=</mo><mn>25.452</mn><mo>&#xd7;</mo><msqrt><mrow><mfrac><mn>1</mn><mrow><mi>N</mi><mo>-</mo><mn>1</mn></mrow></mfrac><munderover accent='false' accentunder='false'><mo>&#x2211;</mo><mrow><mi>i</mi><mo>=</mo><mn>1</mn></mrow><mi>N</mi></munderover><mrow><mo>(</mo><mrow><msub><mi>z</mi><mrow><mi>m</mi><mi>i</mi></mrow></msub><mo>-</mo><msub><mi>z</mi><mi>t</mi></msub></mrow></mrow><msup><mo>)</mo><mn>2</mn></msup></mrow></msqrt></math>",MathML,1.0,"N is a number of observations
zmi is the ith measurement
zt is the arithmetic mean of the observations"
FTsd2_LE95r2,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>L</mi><mi>E</mi><mn>95</mn><mi>r</mi><mn>2</mn><mo>=</mo><mn>6.205</mn><mo>&#xd7;</mo><msqrt><mrow><mfrac><mn>1</mn><mrow><mi>N</mi><mo>-</mo><mn>1</mn></mrow></mfrac><munderover accent='false' accentunder='false'><mo>&#x2211;</mo><mrow><mi>i</mi><mo>=</mo><mn>1</mn></mrow><mi>N</mi></munderover><mrow><mo>(</mo><mrow><msub><mi>z</mi><mrow><mi>m</mi><mi>i</mi></mrow></msub><mo>-</mo><msub><mi>z</mi><mi>t</mi></msub></mrow></mrow><msup><mo>)</mo><mn>2</mn></msup></mrow></msqrt></math>",MathML,1.0,"N is a number of observations
zmi is the ith measurement
zt is the arithmetic mean of the observations"
FTsd2_LE95r3,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>L</mi><mi>E</mi><mn>95</mn><mi>r</mi><mn>3</mn><mo>=</mo><mn>4.177</mn><mo>&#xd7;</mo><msqrt><mrow><mfrac><mn>1</mn><mrow><mi>N</mi><mo>-</mo><mn>1</mn></mrow></mfrac><munderover accent='false' accentunder='false'><mo>&#x2211;</mo><mrow><mi>i</mi><mo>=</mo><mn>1</mn></mrow><mi>N</mi></munderover><mrow><mo>(</mo><mrow><msub><mi>z</mi><mrow><mi>m</mi><mi>i</mi></mrow></msub><mo>-</mo><msub><mi>z</mi><mi>t</mi></msub></mrow></mrow><msup><mo>)</mo><mn>2</mn></msup></mrow></msqrt></math>",MathML,1.0,"N is a number of observations
zmi is the ith measurement
zt is the arithmetic mean of the observations"
FTsd2_LE95r4,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>L</mi><mi>E</mi><mn>95</mn><mi>r</mi><mn>4</mn><mo>=</mo><mn>3.495</mn><mo>&#xd7;</mo><msqrt><mrow><mfrac><mn>1</mn><mrow><mi>N</mi><mo>-</mo><mn>1</mn></mrow></mfrac><munderover accent='false' accentunder='false'><mo>&#x2211;</mo><mrow><mi>i</mi><mo>=</mo><mn>1</mn></mrow><mi>N</mi></munderover><mrow><mo>(</mo><mrow><msub><mi>z</mi><mrow><mi>m</mi><mi>i</mi></mrow></msub><mo>-</mo><msub><mi>z</mi><mi>t</mi></msub></mrow></mrow><msup><mo>)</mo><mn>2</mn></msup></mrow></msqrt></math>",MathML,1.0,"N is a number of observations
zmi is the ith measurement
zt is the arithmetic mean of the observations"
FTsd2_LE95r5,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>L</mi><mi>E</mi><mn>95</mn><mi>r</mi><mn>5</mn><mo>=</mo><mn>3.163</mn><mo>&#xd7;</mo><msqrt><mrow><mfrac><mn>1</mn><mrow><mi>N</mi><mo>-</mo><mn>1</mn></mrow></mfrac><munderover accent='false' accentunder='false'><mo>&#x2211;</mo><mrow><mi>i</mi><mo>=</mo><mn>1</mn></mrow><mi>N</mi></munderover><mrow><mo>(</mo><mrow><msub><mi>z</mi><mrow><mi>m</mi><mi>i</mi></mrow></msub><mo>-</mo><msub><mi>z</mi><mi>t</mi></msub></mrow></mrow><msup><mo>)</mo><mn>2</mn></msup></mrow></msqrt></math>",MathML,1.0,"N is a number of observations
zmi is the ith measurement
zt is the arithmetic mean of the observations"
FTsd2_LE95r10,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>L</mi><mi>E</mi><mn>95</mn><mi>r</mi><mn>10</mn><mo>=</mo><mn>2.634</mn><mo>&#xd7;</mo><msqrt><mrow><mfrac><mn>1</mn><mrow><mi>N</mi><mo>-</mo><mn>1</mn></mrow></mfrac><munderover accent='false' accentunder='false'><mo>&#x2211;</mo><mrow><mi>i</mi><mo>=</mo><mn>1</mn></mrow><mi>N</mi></munderover><mrow><mo>(</mo><mrow><msub><mi>z</mi><mrow><mi>m</mi><mi>i</mi></mrow></msub><mo>-</mo><msub><mi>z</mi><mi>t</mi></msub></mrow></mrow><msup><mo>)</mo><mn>2</mn></msup></mrow></msqrt></math>",MathML,1.0,"N is a number of observations
zmi is the ith measurement
zt is the arithmetic mean of the observations"
FTsd2_LE99r1,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>L</mi><mi>E</mi><mn>99</mn><mi>r</mi><mn>1</mn><mo>=</mo><mn>127.321</mn><mo>&#xd7;</mo><msqrt><mrow><mfrac><mn>1</mn><mrow><mi>N</mi><mo>-</mo><mn>1</mn></mrow></mfrac><munderover accent='false' accentunder='false'><mo>&#x2211;</mo><mrow><mi>i</mi><mo>=</mo><mn>1</mn></mrow><mi>N</mi></munderover><mrow><mo>(</mo><mrow><msub><mi>z</mi><mrow><mi>m</mi><mi>i</mi></mrow></msub><mo>-</mo><msub><mi>z</mi><mi>t</mi></msub></mrow></mrow><msup><mo>)</mo><mn>2</mn></msup></mrow></msqrt></math>",MathML,1.0,"N is a number of observations
zmi is the ith measurement
zt is the arithmetic mean of the observations"
FTsd2_LE99r2,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>L</mi><mi>E</mi><mn>99</mn><mi>r</mi><mn>2</mn><mo>=</mo><mn>14.089</mn><mo>&#xd7;</mo><msqrt><mrow><mfrac><mn>1</mn><mrow><mi>N</mi><mo>-</mo><mn>1</mn></mrow></mfrac><munderover accent='false' accentunder='false'><mo>&#x2211;</mo><mrow><mi>i</mi><mo>=</mo><mn>1</mn></mrow><mi>N</mi></munderover><mrow><mo>(</mo><mrow><msub><mi>z</mi><mrow><mi>m</mi><mi>i</mi></mrow></msub><mo>-</mo><msub><mi>z</mi><mi>t</mi></msub></mrow></mrow><msup><mo>)</mo><mn>2</mn></msup></mrow></msqrt></math>",MathML,1.0,"N is a number of observations
zmi is the ith measurement
zt is the arithmetic mean of the observations"
FTsd2_LE99r3,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>L</mi><mi>E</mi><mn>99</mn><mi>r</mi><mn>3</mn><mo>=</mo><mn>7.453</mn><mo>&#xd7;</mo><msqrt><mrow><mfrac><mn>1</mn><mrow><mi>N</mi><mo>-</mo><mn>1</mn></mrow></mfrac><munderover accent='false' accentunder='false'><mo>&#x2211;</mo><mrow><mi>i</mi><mo>=</mo><mn>1</mn></mrow><mi>N</mi></munderover><mrow><mo>(</mo><mrow><msub><mi>z</mi><mrow><mi>m</mi><mi>i</mi></mrow></msub><mo>-</mo><msub><mi>z</mi><mi>t</mi></msub></mrow></mrow><msup><mo>)</mo><mn>2</mn></msup></mrow></msqrt></math>",MathML,1.0,"N is a number of observations
zmi is the ith measurement
zt is the arithmetic mean of the observations"
FTsd2_LE99r4,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>L</mi><mi>E</mi><mn>99</mn><mi>r</mi><mn>4</mn><mo>=</mo><mn>5.598</mn><mo>&#xd7;</mo><msqrt><mrow><mfrac><mn>1</mn><mrow><mi>N</mi><mo>-</mo><mn>1</mn></mrow></mfrac><munderover accent='false' accentunder='false'><mo>&#x2211;</mo><mrow><mi>i</mi><mo>=</mo><mn>1</mn></mrow><mi>N</mi></munderover><mrow><mo>(</mo><mrow><msub><mi>z</mi><mrow><mi>m</mi><mi>i</mi></mrow></msub><mo>-</mo><msub><mi>z</mi><mi>t</mi></msub></mrow></mrow><msup><mo>)</mo><mn>2</mn></msup></mrow></msqrt></math>",MathML,1.0,"N is a number of observations
zmi is the ith measurement
zt is the arithmetic mean of the observations"
FTsd2_LE99r5,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>L</mi><mi>E</mi><mn>99</mn><mi>r</mi><mn>5</mn><mo>=</mo><mn>4.773</mn><mo>&#xd7;</mo><msqrt><mrow><mfrac><mn>1</mn><mrow><mi>N</mi><mo>-</mo><mn>1</mn></mrow></mfrac><munderover accent='false' accentunder='false'><mo>&#x2211;</mo><mrow><mi>i</mi><mo>=</mo><mn>1</mn></mrow><mi>N</mi></munderover><mrow><mo>(</mo><mrow><msub><mi>z</mi><mrow><mi>m</mi><mi>i</mi></mrow></msub><mo>-</mo><msub><mi>z</mi><mi>t</mi></msub></mrow></mrow><msup><mo>)</mo><mn>2</mn></msup></mrow></msqrt></math>",MathML,1.0,"N is a number of observations
zmi is the ith measurement
zt is the arithmetic mean of the observations"
FTsd2_LE99r10,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>L</mi><mi>E</mi><mn>99</mn><mi>r</mi><mn>10</mn><mo>=</mo><mn>3.581</mn><mo>&#xd7;</mo><msqrt><mrow><mfrac><mn>1</mn><mrow><mi>N</mi><mo>-</mo><mn>1</mn></mrow></mfrac><munderover accent='false' accentunder='false'><mo>&#x2211;</mo><mrow><mi>i</mi><mo>=</mo><mn>1</mn></mrow><mi>N</mi></munderover><mrow><mo>(</mo><mrow><msub><mi>z</mi><mrow><mi>m</mi><mi>i</mi></mrow></msub><mo>-</mo><msub><mi>z</mi><mi>t</mi></msub></mrow></mrow><msup><mo>)</mo><mn>2</mn></msup></mrow></msqrt></math>",MathML,1.0,"N is a number of observations
zmi is the ith measurement
zt is the arithmetic mean of the observations"
FTsd2_LE99.8r1,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>L</mi><mi>E</mi><mn>99.8</mn><mi>r</mi><mn>1</mn><mo>=</mo><mn>636.619</mn><mo>&#xd7;</mo><msqrt><mrow><mfrac><mn>1</mn><mrow><mi>N</mi><mo>-</mo><mn>1</mn></mrow></mfrac><munderover accent='false' accentunder='false'><mo>&#x2211;</mo><mrow><mi>i</mi><mo>=</mo><mn>1</mn></mrow><mi>N</mi></munderover><mrow><mo>(</mo><mrow><msub><mi>z</mi><mrow><mi>m</mi><mi>i</mi></mrow></msub><mo>-</mo><msub><mi>z</mi><mi>t</mi></msub></mrow></mrow><msup><mo>)</mo><mn>2</mn></msup></mrow></msqrt></math>",MathML,1.0,"N is a number of observations
zmi is the ith measurement
zt is the arithmetic mean of the observations"
FTsd2_LE99.8r2,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>L</mi><mi>E</mi><mn>99.8</mn><mi>r</mi><mn>2</mn><mo>=</mo><mn>31.599</mn><mo>&#xd7;</mo><msqrt><mrow><mfrac><mn>1</mn><mrow><mi>N</mi><mo>-</mo><mn>1</mn></mrow></mfrac><munderover accent='false' accentunder='false'><mo>&#x2211;</mo><mrow><mi>i</mi><mo>=</mo><mn>1</mn></mrow><mi>N</mi></munderover><mrow><mo>(</mo><mrow><msub><mi>z</mi><mrow><mi>m</mi><mi>i</mi></mrow></msub><mo>-</mo><msub><mi>z</mi><mi>t</mi></msub></mrow></mrow><msup><mo>)</mo><mn>2</mn></msup></mrow></msqrt></math>",MathML,1.0,"N is a number of observations
zmi is the ith measurement
zt is the arithmetic mean of the observations"
FTsd2_LE99.8r3,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>L</mi><mi>E</mi><mn>99.8</mn><mi>r</mi><mn>3</mn><mo>=</mo><mn>12.924</mn><mo>&#xd7;</mo><msqrt><mrow><mfrac><mn>1</mn><mrow><mi>N</mi><mo>-</mo><mn>1</mn></mrow></mfrac><munderover accent='false' accentunder='false'><mo>&#x2211;</mo><mrow><mi>i</mi><mo>=</mo><mn>1</mn></mrow><mi>N</mi></munderover><mrow><mo>(</mo><mrow><msub><mi>z</mi><mrow><mi>m</mi><mi>i</mi></mrow></msub><mo>-</mo><msub><mi>z</mi><mi>t</mi></msub></mrow></mrow><msup><mo>)</mo><mn>2</mn></msup></mrow></msqrt></math>",MathML,1.0,"N is a number of observations
zmi is the ith measurement
zt is the arithmetic mean of the observations"
FTsd2_LE99.8r4,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>L</mi><mi>E</mi><mn>99.8</mn><mi>r</mi><mn>4</mn><mo>=</mo><mn>8.610</mn><mo>&#xd7;</mo><msqrt><mrow><mfrac><mn>1</mn><mrow><mi>N</mi><mo>-</mo><mn>1</mn></mrow></mfrac><munderover accent='false' accentunder='false'><mo>&#x2211;</mo><mrow><mi>i</mi><mo>=</mo><mn>1</mn></mrow><mi>N</mi></munderover><mrow><mo>(</mo><mrow><msub><mi>z</mi><mrow><mi>m</mi><mi>i</mi></mrow></msub><mo>-</mo><msub><mi>z</mi><mi>t</mi></msub></mrow></mrow><msup><mo>)</mo><mn>2</mn></msup></mrow></msqrt></math>",MathML,1.0,"N is a number of observations
zmi is the ith measurement
zt is the arithmetic mean of the observations"
FTsd2_LE99.8r5,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>L</mi><mi>E</mi><mn>99.8</mn><mi>r</mi><mn>5</mn><mo>=</mo><mn>6.869</mn><mo>&#xd7;</mo><msqrt><mrow><mfrac><mn>1</mn><mrow><mi>N</mi><mo>-</mo><mn>1</mn></mrow></mfrac><munderover accent='false' accentunder='false'><mo>&#x2211;</mo><mrow><mi>i</mi><mo>=</mo><mn>1</mn></mrow><mi>N</mi></munderover><mrow><mo>(</mo><mrow><msub><mi>z</mi><mrow><mi>m</mi><mi>i</mi></mrow></msub><mo>-</mo><msub><mi>z</mi><mi>t</mi></msub></mrow></mrow><msup><mo>)</mo><mn>2</mn></msup></mrow></msqrt></math>",MathML,1.0,"N is a number of observations
zmi is the ith measurement
zt is the arithmetic mean of the observations"
FTsd2_LE99.8r10,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>L</mi><mi>E</mi><mn>99.8</mn><mi>r</mi><mn>10</mn><mo>=</mo><mn>4.587</mn><mo>&#xd7;</mo><msqrt><mrow><mfrac><mn>1</mn><mrow><mi>N</mi><mo>-</mo><mn>1</mn></mrow></mfrac><munderover accent='false' accentunder='false'><mo>&#x2211;</mo><mrow><mi>i</mi><mo>=</mo><mn>1</mn></mrow><mi>N</mi></munderover><mrow><mo>(</mo><mrow><msub><mi>z</mi><mrow><mi>m</mi><mi>i</mi></mrow></msub><mo>-</mo><msub><mi>z</mi><mi>t</mi></msub></mrow></mrow><msup><mo>)</mo><mn>2</mn></msup></mrow></msqrt></math>",MathML,1.0,"N is a number of observations
zmi is the ith measurement
zt is the arithmetic mean of the observations"
FTsd1x,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi>&#x3c3;</mi><mi>x</mi></msub><mo>=</mo><msqrt><mrow><mfrac><mn>1</mn><mi>N</mi></mfrac><munderover accent='false' accentunder='false'><mo>&#x2211;</mo><mrow><mi>i</mi><mo>=</mo><mn>1</mn></mrow><mi>N</mi></munderover><mrow><mo>(</mo><mrow><msub><mi>x</mi><mrow><mi>m</mi><mi>i</mi></mrow></msub><mo>-</mo><msub><mi>x</mi><mi>t</mi></msub></mrow></mrow><msup><mo>)</mo><mn>2</mn></msup></mrow></msqrt></math>",MathML,1.0,"N is a number of observations
xmi is the ith measurement
xt is the true value"
FTsd1y,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi>&#x3c3;</mi><mi>y</mi></msub><mo>=</mo><msqrt><mrow><mfrac><mn>1</mn><mi>N</mi></mfrac><munderover accent='false' accentunder='false'><mo>&#x2211;</mo><mrow><mi>i</mi><mo>=</mo><mn>1</mn></mrow><mi>N</mi></munderover><mrow><mo>(</mo><mrow><msub><mi>y</mi><mrow><mi>m</mi><mi>i</mi></mrow></msub><mo>-</mo><msub><mi>y</mi><mi>t</mi></msub></mrow></mrow><msup><mo>)</mo><mn>2</mn></msup></mrow></msqrt></math>",MathML,1.0,"N is a number of observations
ymi is the ith measurement
yt is the true value"
FTsd1z,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi>&#x3c3;</mi><mi>z</mi></msub><mo>=</mo><msqrt><mrow><mfrac><mn>1</mn><mi>N</mi></mfrac><munderover accent='false' accentunder='false'><mo>&#x2211;</mo><mrow><mi>i</mi><mo>=</mo><mn>1</mn></mrow><mi>N</mi></munderover><mrow><mo>(</mo><mrow><msub><mi>z</mi><mrow><mi>m</mi><mi>i</mi></mrow></msub><mo>-</mo><msub><mi>z</mi><mi>t</mi></msub></mrow></mrow><msup><mo>)</mo><mn>2</mn></msup></mrow></msqrt></math>",MathML,1.0,"N is a number of observations
zmi is the ith measurement
zt is the true value"
FTsd1xy_CE39.4,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mn>1</mn><msqrt><mn>2</mn></msqrt></mfrac><msqrt><mrow><msup><msub><mi>&#x3c3;</mi><mi>x</mi></msub><mn>2</mn></msup><mo>+</mo><msup><msub><mi>&#x3c3;</mi><mi>y</mi></msub><mn>2</mn></msup></mrow></msqrt></math>",MathML,1.0,"sx is the standard deviation in x-direction
sy is the standard deviation in y-direction"
FTsd1xy_CE50,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mn>1.1774</mn><msqrt><mn>2</mn></msqrt></mfrac><msqrt><mrow><msup><msub><mi>&#x3c3;</mi><mi>x</mi></msub><mn>2</mn></msup><mo>+</mo><msup><msub><mi>&#x3c3;</mi><mi>y</mi></msub><mn>2</mn></msup></mrow></msqrt></math>",MathML,1.0,"sx is the standard deviation in x-direction
sy is the standard deviation in y-direction"
FTsd1xy_CE90,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mn>2.146</mn><msqrt><mn>2</mn></msqrt></mfrac><msqrt><mrow><msup><msub><mi>&#x3c3;</mi><mi>x</mi></msub><mn>2</mn></msup><mo>+</mo><msup><msub><mi>&#x3c3;</mi><mi>y</mi></msub><mn>2</mn></msup></mrow></msqrt></math>",MathML,1.0,"sx is the standard deviation in x-direction
sy is the standard deviation in y-direction"
FTsd1xy_CE95,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mn>2.4477</mn><msqrt><mn>2</mn></msqrt></mfrac><msqrt><mrow><msup><msub><mi>&#x3c3;</mi><mi>x</mi></msub><mn>2</mn></msup><mo>+</mo><msup><msub><mi>&#x3c3;</mi><mi>y</mi></msub><mn>2</mn></msup></mrow></msqrt></math>",MathML,1.0,"sx is the standard deviation in x-direction
sy is the standard deviation in y-direction"
FTsd1xy_CE99.8,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mn>3.5</mn><msqrt><mn>2</mn></msqrt></mfrac><msqrt><mrow><msup><msub><mi>&#x3c3;</mi><mi>x</mi></msub><mn>2</mn></msup><mo>+</mo><msup><msub><mi>&#x3c3;</mi><mi>y</mi></msub><mn>2</mn></msup></mrow></msqrt></math>",MathML,1.0,"sx is the standard deviation in x-direction
sy is the standard deviation in y-direction"
FTsd1xyz_SEP,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>0.51</mn><mo>&#xd7;</mo><mo>(</mo><msup><msub><mi>&#x3c3;</mi><mi>x</mi></msub><mn>2</mn></msup><mo>+</mo><msup><msub><mi>&#x3c3;</mi><mi>y</mi></msub><mn>2</mn></msup><mo>+</mo><msup><msub><mi>&#x3c3;</mi><mi>z</mi></msub><mn>2</mn></msup><mo>)</mo></math>",MathML,1.0,"sx is the standard deviation in x-direction
sy is the standard deviation in y-direction
sz is the standard deviation in z-direction"
FTsd1xyz_MRSE,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><msqrt><mrow><msup><msub><mi>&#x3c3;</mi><mi>x</mi></msub><mn>2</mn></msup><mo>+</mo><msup><msub><mi>&#x3c3;</mi><mi>y</mi></msub><mn>2</mn></msup><mo>+</mo><msup><msub><mi>&#x3c3;</mi><mi>z</mi></msub><mn>2</mn></msup></mrow></msqrt></math>",MathML,1.0,"sx is the standard deviation in x-direction
sy is the standard deviation in y-direction
sz is the standard deviation in z-direction"
FTsd1xyz_SAS90,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>0.833</mn><mo>&#xd7;</mo><mo>(</mo><msup><msub><mi>&#x3c3;</mi><mi>x</mi></msub><mn>2</mn></msup><mo>+</mo><msup><msub><mi>&#x3c3;</mi><mi>y</mi></msub><mn>2</mn></msup><mo>+</mo><msup><msub><mi>&#x3c3;</mi><mi>z</mi></msub><mn>2</mn></msup><mo>)</mo></math>",MathML,1.0,"sx is the standard deviation in x-direction
sy is the standard deviation in y-direction
sz is the standard deviation in z-direction"
FTsd1xyz_SAS99,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>1.22</mn><mo>&#xd7;</mo><mo>(</mo><msup><msub><mi>&#x3c3;</mi><mi>x</mi></msub><mn>2</mn></msup><mo>+</mo><msup><msub><mi>&#x3c3;</mi><mi>y</mi></msub><mn>2</mn></msup><mo>+</mo><msup><msub><mi>&#x3c3;</mi><mi>z</mi></msub><mn>2</mn></msup><mo>)</mo></math>",MathML,1.0,"sx is the standard deviation in x-direction
sy is the standard deviation in y-direction
sz is the standard deviation in z-direction"
FT208_P,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mrow><msubsup><mo>&#x2211;</mo><mrow><mi>i</mi><mo>=</mo><mn>0</mn></mrow><mrow><mi>n</mi><mo>'</mo></mrow></msubsup><msub><mi>l</mi><mi>i</mi></msub></mrow><mi>L</mi></mfrac></math>",MathML,1.0,Where n is erroneous items and N is the total number of items that should have been present
FT208_L,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mrow><msubsup><mo>&#x2211;</mo><mrow><mi>i</mi><mo>=</mo><mn>0</mn></mrow><mrow><mi>n</mi><mo>'</mo></mrow></msubsup><msub><mi>p</mi><mi>i</mi></msub></mrow><mi>P</mi></mfrac></math>",MathML,1.0,where l is the erroneous length and L are the total length that should have been present
FT208_A,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mrow><msubsup><mo>&#x2211;</mo><mrow><mi>i</mi><mo>=</mo><mn>0</mn></mrow><mrow><mi>n</mi><mo>'</mo></mrow></msubsup><msub><mi>a</mi><mi>i</mi></msub></mrow><mi>A</mi></mfrac></math>",MathML,1.0,where a is the erroneous area and A are the total area that should have been present
FT210,,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mrow><msubsup><mo>&#x2211;</mo><mrow><mi>i</mi><mo>=</mo><mn>0</mn></mrow><mi>n</mi></msubsup><msub><mi>t</mi><mi>i</mi></msub></mrow><mi>T</mi></mfrac></math>",MathML,1.0,where t is the erroneous time and T are the total time that should have been present
